kind,player,date,name,calls,total_ms,avg_ms,max_ms
frame,lgw,Year 1, summer 4, Thursday,6477,16.6
frame,lgw,Year 1, summer 4, Thursday,6478,16.7
frame,lgw,Year 1, summer 4, Thursday,6479,16.7
frame,lgw,Year 1, summer 4, Thursday,6480,16.7
frame,lgw,Year 1, summer 4, Thursday,6481,16.6
frame,lgw,Year 1, summer 4, Thursday,6482,16.7
frame,lgw,Year 1, summer 4, Thursday,6483,16.7
frame,lgw,Year 1, summer 4, Thursday,6484,16.6
frame,lgw,Year 1, summer 4, Thursday,6485,16.7
frame,lgw,Year 1, summer 4, Thursday,6486,16.7
frame,lgw,Year 1, summer 4, Thursday,6487,16.6
frame,lgw,Year 1, summer 4, Thursday,6488,16.7
frame,lgw,Year 1, summer 4, Thursday,6489,16.7
frame,lgw,Year 1, summer 4, Thursday,6490,16.8
frame,lgw,Year 1, summer 4, Thursday,6491,16.5
frame,lgw,Year 1, summer 4, Thursday,6492,16.6
frame,lgw,Year 1, summer 4, Thursday,6493,16.6
frame,lgw,Year 1, summer 4, Thursday,6494,16.8
frame,lgw,Year 1, summer 4, Thursday,6495,16.7
frame,lgw,Year 1, summer 4, Thursday,6496,16.6
frame,lgw,Year 1, summer 4, Thursday,6497,16.7
frame,lgw,Year 1, summer 4, Thursday,6498,16.6
frame,lgw,Year 1, summer 4, Thursday,6499,16.7
frame,lgw,Year 1, summer 4, Thursday,6500,16.6
frame,lgw,Year 1, summer 4, Thursday,6501,16.6
frame,lgw,Year 1, summer 4, Thursday,6502,16.6
frame,lgw,Year 1, summer 4, Thursday,6503,16.7
frame,lgw,Year 1, summer 4, Thursday,6504,18.9
frame,lgw,Year 1, summer 4, Thursday,6505,14.4
frame,lgw,Year 1, summer 4, Thursday,6506,16.6
frame,lgw,Year 1, summer 4, Thursday,6507,16.7
frame,lgw,Year 1, summer 4, Thursday,6508,16.7
frame,lgw,Year 1, summer 4, Thursday,6509,17.5
frame,lgw,Year 1, summer 4, Thursday,6510,15.8
frame,lgw,Year 1, summer 4, Thursday,6511,16.6
frame,lgw,Year 1, summer 4, Thursday,6512,16.7
frame,lgw,Year 1, summer 4, Thursday,6513,16.7
frame,lgw,Year 1, summer 4, Thursday,6514,17.9
frame,lgw,Year 1, summer 4, Thursday,6515,15.4
frame,lgw,Year 1, summer 4, Thursday,6516,16.7
frame,lgw,Year 1, summer 4, Thursday,6517,16.7
frame,lgw,Year 1, summer 4, Thursday,6518,16.7
frame,lgw,Year 1, summer 4, Thursday,6519,16.6
frame,lgw,Year 1, summer 4, Thursday,6520,16.8
frame,lgw,Year 1, summer 4, Thursday,6521,16.6
frame,lgw,Year 1, summer 4, Thursday,6522,16.6
frame,lgw,Year 1, summer 4, Thursday,6523,16.7
frame,lgw,Year 1, summer 4, Thursday,6524,16.7
frame,lgw,Year 1, summer 4, Thursday,6525,16.7
frame,lgw,Year 1, summer 4, Thursday,6526,17.7
frame,lgw,Year 1, summer 4, Thursday,6527,18.4
frame,lgw,Year 1, summer 4, Thursday,6528,13.9
frame,lgw,Year 1, summer 4, Thursday,6529,16.6
frame,lgw,Year 1, summer 4, Thursday,6530,16.7
frame,lgw,Year 1, summer 4, Thursday,6531,16.7
frame,lgw,Year 1, summer 4, Thursday,6532,16.7
frame,lgw,Year 1, summer 4, Thursday,6533,18.7
frame,lgw,Year 1, summer 4, Thursday,6534,14.7
frame,lgw,Year 1, summer 4, Thursday,6535,17.8
frame,lgw,Year 1, summer 4, Thursday,6536,15.5
frame,lgw,Year 1, summer 4, Thursday,6537,16.6
frame,lgw,Year 1, summer 4, Thursday,6538,16.6
frame,lgw,Year 1, summer 4, Thursday,6539,16.7
frame,lgw,Year 1, summer 4, Thursday,6540,17.7
frame,lgw,Year 1, summer 4, Thursday,6541,15.8
frame,lgw,Year 1, summer 4, Thursday,6542,16.7
frame,lgw,Year 1, summer 4, Thursday,6543,16.6
frame,lgw,Year 1, summer 4, Thursday,6544,16.6
frame,lgw,Year 1, summer 4, Thursday,6545,17.7
frame,lgw,Year 1, summer 4, Thursday,6546,15.6
frame,lgw,Year 1, summer 4, Thursday,6547,16.7
frame,lgw,Year 1, summer 4, Thursday,6548,16.7
frame,lgw,Year 1, summer 4, Thursday,6549,16.6
frame,lgw,Year 1, summer 4, Thursday,6550,16.6
frame,lgw,Year 1, summer 4, Thursday,6551,16.7
frame,lgw,Year 1, summer 4, Thursday,6552,16.7
frame,lgw,Year 1, summer 4, Thursday,6553,16.7
frame,lgw,Year 1, summer 4, Thursday,6554,16.7
frame,lgw,Year 1, summer 4, Thursday,6555,18.4
frame,lgw,Year 1, summer 4, Thursday,6556,15.0
frame,lgw,Year 1, summer 4, Thursday,6557,16.6
frame,lgw,Year 1, summer 4, Thursday,6558,16.7
frame,lgw,Year 1, summer 4, Thursday,6559,16.7
frame,lgw,Year 1, summer 4, Thursday,6560,16.6
frame,lgw,Year 1, summer 4, Thursday,6561,16.7
frame,lgw,Year 1, summer 4, Thursday,6562,16.8
frame,lgw,Year 1, summer 4, Thursday,6563,16.5
frame,lgw,Year 1, summer 4, Thursday,6564,16.7
frame,lgw,Year 1, summer 4, Thursday,6565,16.7
frame,lgw,Year 1, summer 4, Thursday,6566,16.7
frame,lgw,Year 1, summer 4, Thursday,6567,16.7
frame,lgw,Year 1, summer 4, Thursday,6568,16.7
frame,lgw,Year 1, summer 4, Thursday,6569,16.7
frame,lgw,Year 1, summer 4, Thursday,6570,16.6
frame,lgw,Year 1, summer 4, Thursday,6571,16.8
frame,lgw,Year 1, summer 4, Thursday,6572,16.6
frame,lgw,Year 1, summer 4, Thursday,6573,16.6
frame,lgw,Year 1, summer 4, Thursday,6574,16.7
frame,lgw,Year 1, summer 4, Thursday,6575,16.7
frame,lgw,Year 1, summer 4, Thursday,6576,16.5
frame,lgw,Year 1, summer 4, Thursday,6577,16.9
frame,lgw,Year 1, summer 4, Thursday,6578,16.5
lag,lgw,Year 1, summer 5, Friday,6581,168.9
lag,lgw,Year 1, summer 5, Friday,6582,2006.2
frame,lgw,Year 1, summer 5, Friday,6579,17.0
frame,lgw,Year 1, summer 5, Friday,6580,168.9
frame,lgw,Year 1, summer 5, Friday,6581,500.0
frame,lgw,Year 1, summer 5, Friday,6582,8.0
frame,lgw,Year 1, summer 5, Friday,6583,16.7
frame,lgw,Year 1, summer 5, Friday,6584,16.7
frame,lgw,Year 1, summer 5, Friday,6585,16.7
frame,lgw,Year 1, summer 5, Friday,6586,16.7
frame,lgw,Year 1, summer 5, Friday,6587,16.7
frame,lgw,Year 1, summer 5, Friday,6588,16.6
frame,lgw,Year 1, summer 5, Friday,6589,16.6
frame,lgw,Year 1, summer 5, Friday,6590,17.2
frame,lgw,Year 1, summer 5, Friday,6591,16.2
frame,lgw,Year 1, summer 5, Friday,6592,16.7
frame,lgw,Year 1, summer 5, Friday,6593,16.6
frame,lgw,Year 1, summer 5, Friday,6594,16.7
frame,lgw,Year 1, summer 5, Friday,6595,16.6
frame,lgw,Year 1, summer 5, Friday,6596,16.7
frame,lgw,Year 1, summer 5, Friday,6597,16.7
frame,lgw,Year 1, summer 5, Friday,6598,16.7
frame,lgw,Year 1, summer 5, Friday,6599,16.8
frame,lgw,Year 1, summer 5, Friday,6600,16.6
frame,lgw,Year 1, summer 5, Friday,6601,16.6
frame,lgw,Year 1, summer 5, Friday,6602,16.7
frame,lgw,Year 1, summer 5, Friday,6603,16.8
frame,lgw,Year 1, summer 5, Friday,6604,16.5
frame,lgw,Year 1, summer 5, Friday,6605,16.8
frame,lgw,Year 1, summer 5, Friday,6606,16.6
frame,lgw,Year 1, summer 5, Friday,6607,16.6
frame,lgw,Year 1, summer 5, Friday,6608,16.7
frame,lgw,Year 1, summer 5, Friday,6609,16.7
frame,lgw,Year 1, summer 5, Friday,6610,16.6
frame,lgw,Year 1, summer 5, Friday,6611,17.6
frame,lgw,Year 1, summer 5, Friday,6612,15.8
frame,lgw,Year 1, summer 5, Friday,6613,16.7
frame,lgw,Year 1, summer 5, Friday,6614,16.7
frame,lgw,Year 1, summer 5, Friday,6615,16.6
frame,lgw,Year 1, summer 5, Friday,6616,16.7
frame,lgw,Year 1, summer 5, Friday,6617,16.6
frame,lgw,Year 1, summer 5, Friday,6618,16.7
frame,lgw,Year 1, summer 5, Friday,6619,16.7
frame,lgw,Year 1, summer 5, Friday,6620,17.1
frame,lgw,Year 1, summer 5, Friday,6621,16.2
frame,lgw,Year 1, summer 5, Friday,6622,16.7
frame,lgw,Year 1, summer 5, Friday,6623,16.6
frame,lgw,Year 1, summer 5, Friday,6624,16.7
frame,lgw,Year 1, summer 5, Friday,6625,16.7
frame,lgw,Year 1, summer 5, Friday,6626,16.6
frame,lgw,Year 1, summer 5, Friday,6627,16.7
frame,lgw,Year 1, summer 5, Friday,6628,16.9
frame,lgw,Year 1, summer 5, Friday,6629,16.5
frame,lgw,Year 1, summer 5, Friday,6630,16.6
frame,lgw,Year 1, summer 5, Friday,6631,16.7
frame,lgw,Year 1, summer 5, Friday,6632,16.7
frame,lgw,Year 1, summer 5, Friday,6633,16.7
frame,lgw,Year 1, summer 5, Friday,6634,16.9
frame,lgw,Year 1, summer 5, Friday,6635,16.6
frame,lgw,Year 1, summer 5, Friday,6636,16.6
frame,lgw,Year 1, summer 5, Friday,6637,16.6
frame,lgw,Year 1, summer 5, Friday,6638,16.7
frame,lgw,Year 1, summer 5, Friday,6639,16.8
frame,lgw,Year 1, summer 5, Friday,6640,16.8
frame,lgw,Year 1, summer 5, Friday,6641,16.9
frame,lgw,Year 1, summer 5, Friday,6642,16.2
frame,lgw,Year 1, summer 5, Friday,6643,16.6
frame,lgw,Year 1, summer 5, Friday,6644,16.7
frame,lgw,Year 1, summer 5, Friday,6645,16.7
frame,lgw,Year 1, summer 5, Friday,6646,16.6
frame,lgw,Year 1, summer 5, Friday,6647,16.7
frame,lgw,Year 1, summer 5, Friday,6648,16.7
frame,lgw,Year 1, summer 5, Friday,6649,16.7
frame,lgw,Year 1, summer 5, Friday,6650,16.8
frame,lgw,Year 1, summer 5, Friday,6651,16.7
frame,lgw,Year 1, summer 5, Friday,6652,16.8
frame,lgw,Year 1, summer 5, Friday,6653,16.4
frame,lgw,Year 1, summer 5, Friday,6654,16.8
frame,lgw,Year 1, summer 5, Friday,6655,17.9
frame,lgw,Year 1, summer 5, Friday,6656,15.4
frame,lgw,Year 1, summer 5, Friday,6657,16.7
frame,lgw,Year 1, summer 5, Friday,6658,16.6
frame,lgw,Year 1, summer 5, Friday,6659,16.6
frame,lgw,Year 1, summer 5, Friday,6660,16.6
frame,lgw,Year 1, summer 5, Friday,6661,16.6
frame,lgw,Year 1, summer 5, Friday,6662,16.7
frame,lgw,Year 1, summer 5, Friday,6663,16.6
frame,lgw,Year 1, summer 5, Friday,6664,16.7
frame,lgw,Year 1, summer 5, Friday,6665,16.7
frame,lgw,Year 1, summer 5, Friday,6666,16.7
frame,lgw,Year 1, summer 5, Friday,6667,16.7
frame,lgw,Year 1, summer 5, Friday,6668,16.6
frame,lgw,Year 1, summer 5, Friday,6669,16.7
frame,lgw,Year 1, summer 5, Friday,6670,16.7
frame,lgw,Year 1, summer 5, Friday,6671,16.7
frame,lgw,Year 1, summer 5, Friday,6672,16.7
frame,lgw,Year 1, summer 5, Friday,6673,16.6
frame,lgw,Year 1, summer 5, Friday,6674,16.7
frame,lgw,Year 1, summer 5, Friday,6675,18.9
frame,lgw,Year 1, summer 5, Friday,6676,14.5
frame,lgw,Year 1, summer 5, Friday,6677,16.6
frame,lgw,Year 1, summer 5, Friday,6678,16.7
frame,lgw,Year 1, summer 5, Friday,6679,16.6
frame,lgw,Year 1, summer 5, Friday,6680,16.8
frame,lgw,Year 1, summer 5, Friday,6681,16.5
frame,lgw,Year 1, summer 5, Friday,6682,17.1
frame,lgw,Year 1, summer 5, Friday,6683,16.2
frame,lgw,Year 1, summer 5, Friday,6684,16.7
frame,lgw,Year 1, summer 5, Friday,6685,16.6
frame,lgw,Year 1, summer 5, Friday,6686,16.7
frame,lgw,Year 1, summer 5, Friday,6687,16.7
frame,lgw,Year 1, summer 5, Friday,6688,16.8
frame,lgw,Year 1, summer 5, Friday,6689,16.5
frame,lgw,Year 1, summer 5, Friday,6690,16.7
frame,lgw,Year 1, summer 5, Friday,6691,16.7
frame,lgw,Year 1, summer 5, Friday,6692,17.1
frame,lgw,Year 1, summer 5, Friday,6693,16.2
frame,lgw,Year 1, summer 5, Friday,6694,16.8
frame,lgw,Year 1, summer 5, Friday,6695,16.6
frame,lgw,Year 1, summer 5, Friday,6696,16.6
frame,lgw,Year 1, summer 5, Friday,6697,16.6
frame,lgw,Year 1, summer 5, Friday,6698,16.7
frame,lgw,Year 1, summer 5, Friday,6699,16.7
frame,lgw,Year 1, summer 5, Friday,6700,16.7
frame,lgw,Year 1, summer 5, Friday,6701,16.6
frame,lgw,Year 1, summer 5, Friday,6702,16.7
frame,lgw,Year 1, summer 5, Friday,6703,16.6
frame,lgw,Year 1, summer 5, Friday,6704,16.7
frame,lgw,Year 1, summer 5, Friday,6705,16.8
frame,lgw,Year 1, summer 5, Friday,6706,16.5
frame,lgw,Year 1, summer 5, Friday,6707,16.7
frame,lgw,Year 1, summer 5, Friday,6708,16.6
frame,lgw,Year 1, summer 5, Friday,6709,16.7
frame,lgw,Year 1, summer 5, Friday,6710,16.7
frame,lgw,Year 1, summer 5, Friday,6711,16.7
frame,lgw,Year 1, summer 5, Friday,6712,16.7
frame,lgw,Year 1, summer 5, Friday,6713,16.7
frame,lgw,Year 1, summer 5, Friday,6714,16.6
frame,lgw,Year 1, summer 5, Friday,6715,16.7
frame,lgw,Year 1, summer 5, Friday,6716,16.6
frame,lgw,Year 1, summer 5, Friday,6717,16.7
frame,lgw,Year 1, summer 5, Friday,6718,16.7
frame,lgw,Year 1, summer 5, Friday,6719,16.6
frame,lgw,Year 1, summer 5, Friday,6720,16.7
frame,lgw,Year 1, summer 5, Friday,6721,16.6
frame,lgw,Year 1, summer 5, Friday,6722,16.7
frame,lgw,Year 1, summer 5, Friday,6723,16.7
frame,lgw,Year 1, summer 5, Friday,6724,16.7
frame,lgw,Year 1, summer 5, Friday,6725,16.7
frame,lgw,Year 1, summer 5, Friday,6726,16.7
frame,lgw,Year 1, summer 5, Friday,6727,16.6
frame,lgw,Year 1, summer 5, Friday,6728,16.8
frame,lgw,Year 1, summer 5, Friday,6729,16.8
frame,lgw,Year 1, summer 5, Friday,6730,16.4
frame,lgw,Year 1, summer 5, Friday,6731,16.7
frame,lgw,Year 1, summer 5, Friday,6732,16.6
frame,lgw,Year 1, summer 5, Friday,6733,16.7
frame,lgw,Year 1, summer 5, Friday,6734,16.7
frame,lgw,Year 1, summer 5, Friday,6735,16.7
frame,lgw,Year 1, summer 5, Friday,6736,16.6
frame,lgw,Year 1, summer 5, Friday,6737,16.7
frame,lgw,Year 1, summer 5, Friday,6738,17.6
frame,lgw,Year 1, summer 5, Friday,6739,15.8
frame,lgw,Year 1, summer 5, Friday,6740,16.6
frame,lgw,Year 1, summer 5, Friday,6741,16.7
frame,lgw,Year 1, summer 5, Friday,6742,16.7
frame,lgw,Year 1, summer 5, Friday,6743,16.7
frame,lgw,Year 1, summer 5, Friday,6744,16.6
frame,lgw,Year 1, summer 5, Friday,6745,16.6
frame,lgw,Year 1, summer 5, Friday,6746,16.7
frame,lgw,Year 1, summer 5, Friday,6747,16.7
frame,lgw,Year 1, summer 5, Friday,6748,16.7
frame,lgw,Year 1, summer 5, Friday,6749,16.6
lag,lgw,Year 1, summer 6, Saturday,6752,157.6
lag,lgw,Year 1, summer 6, Saturday,6753,2015.8
frame,lgw,Year 1, summer 6, Saturday,6750,17.0
frame,lgw,Year 1, summer 6, Saturday,6751,157.6
frame,lgw,Year 1, summer 6, Saturday,6752,500.0
frame,lgw,Year 1, summer 6, Saturday,6753,9.6
frame,lgw,Year 1, summer 6, Saturday,6754,16.6
frame,lgw,Year 1, summer 6, Saturday,6755,16.8
frame,lgw,Year 1, summer 6, Saturday,6756,17.1
frame,lgw,Year 1, summer 6, Saturday,6757,16.2
frame,lgw,Year 1, summer 6, Saturday,6758,16.8
frame,lgw,Year 1, summer 6, Saturday,6759,16.6
frame,lgw,Year 1, summer 6, Saturday,6760,16.7
frame,lgw,Year 1, summer 6, Saturday,6761,16.6
frame,lgw,Year 1, summer 6, Saturday,6762,16.7
frame,lgw,Year 1, summer 6, Saturday,6763,16.9
frame,lgw,Year 1, summer 6, Saturday,6764,16.5
frame,lgw,Year 1, summer 6, Saturday,6765,16.7
frame,lgw,Year 1, summer 6, Saturday,6766,16.7
frame,lgw,Year 1, summer 6, Saturday,6767,16.7
frame,lgw,Year 1, summer 6, Saturday,6768,16.7
frame,lgw,Year 1, summer 6, Saturday,6769,16.7
frame,lgw,Year 1, summer 6, Saturday,6770,16.7
frame,lgw,Year 1, summer 6, Saturday,6771,16.7
frame,lgw,Year 1, summer 6, Saturday,6772,16.5
frame,lgw,Year 1, summer 6, Saturday,6773,16.7
frame,lgw,Year 1, summer 6, Saturday,6774,16.7
frame,lgw,Year 1, summer 6, Saturday,6775,16.7
frame,lgw,Year 1, summer 6, Saturday,6776,16.6
frame,lgw,Year 1, summer 6, Saturday,6777,16.9
frame,lgw,Year 1, summer 6, Saturday,6778,16.5
frame,lgw,Year 1, summer 6, Saturday,6779,16.7
frame,lgw,Year 1, summer 6, Saturday,6780,16.7
frame,lgw,Year 1, summer 6, Saturday,6781,16.8
frame,lgw,Year 1, summer 6, Saturday,6782,16.6
frame,lgw,Year 1, summer 6, Saturday,6783,16.6
frame,lgw,Year 1, summer 6, Saturday,6784,16.6
frame,lgw,Year 1, summer 6, Saturday,6785,17.1
frame,lgw,Year 1, summer 6, Saturday,6786,16.2
frame,lgw,Year 1, summer 6, Saturday,6787,16.7
frame,lgw,Year 1, summer 6, Saturday,6788,16.7
frame,lgw,Year 1, summer 6, Saturday,6789,16.6
frame,lgw,Year 1, summer 6, Saturday,6790,16.6
frame,lgw,Year 1, summer 6, Saturday,6791,17.5
frame,lgw,Year 1, summer 6, Saturday,6792,15.8
frame,lgw,Year 1, summer 6, Saturday,6793,16.7
frame,lgw,Year 1, summer 6, Saturday,6794,16.8
frame,lgw,Year 1, summer 6, Saturday,6795,16.5
frame,lgw,Year 1, summer 6, Saturday,6796,16.7
frame,lgw,Year 1, summer 6, Saturday,6797,16.6
frame,lgw,Year 1, summer 6, Saturday,6798,16.6
frame,lgw,Year 1, summer 6, Saturday,6799,16.8
frame,lgw,Year 1, summer 6, Saturday,6800,16.6
frame,lgw,Year 1, summer 6, Saturday,6801,16.6
frame,lgw,Year 1, summer 6, Saturday,6802,16.7
frame,lgw,Year 1, summer 6, Saturday,6803,16.7
frame,lgw,Year 1, summer 6, Saturday,6804,16.6
frame,lgw,Year 1, summer 6, Saturday,6805,16.7
frame,lgw,Year 1, summer 6, Saturday,6806,16.7
frame,lgw,Year 1, summer 6, Saturday,6807,18.1
frame,lgw,Year 1, summer 6, Saturday,6808,15.3
frame,lgw,Year 1, summer 6, Saturday,6809,16.7
frame,lgw,Year 1, summer 6, Saturday,6810,16.7
frame,lgw,Year 1, summer 6, Saturday,6811,16.7
frame,lgw,Year 1, summer 6, Saturday,6812,16.4
frame,lgw,Year 1, summer 6, Saturday,6813,17.0
frame,lgw,Year 1, summer 6, Saturday,6814,16.3
frame,lgw,Year 1, summer 6, Saturday,6815,16.7
frame,lgw,Year 1, summer 6, Saturday,6816,16.7
frame,lgw,Year 1, summer 6, Saturday,6817,16.7
frame,lgw,Year 1, summer 6, Saturday,6818,16.6
frame,lgw,Year 1, summer 6, Saturday,6819,16.7
frame,lgw,Year 1, summer 6, Saturday,6820,16.7
frame,lgw,Year 1, summer 6, Saturday,6821,16.7
frame,lgw,Year 1, summer 6, Saturday,6822,16.6
frame,lgw,Year 1, summer 6, Saturday,6823,16.7
frame,lgw,Year 1, summer 6, Saturday,6824,16.6
frame,lgw,Year 1, summer 6, Saturday,6825,17.1
frame,lgw,Year 1, summer 6, Saturday,6826,16.4
frame,lgw,Year 1, summer 6, Saturday,6827,16.6
frame,lgw,Year 1, summer 6, Saturday,6828,16.6
frame,lgw,Year 1, summer 6, Saturday,6829,16.7
frame,lgw,Year 1, summer 6, Saturday,6830,16.7
frame,lgw,Year 1, summer 6, Saturday,6831,16.6
frame,lgw,Year 1, summer 6, Saturday,6832,16.8
frame,lgw,Year 1, summer 6, Saturday,6833,16.6
frame,lgw,Year 1, summer 6, Saturday,6834,16.6
frame,lgw,Year 1, summer 6, Saturday,6835,16.6
frame,lgw,Year 1, summer 6, Saturday,6836,16.8
frame,lgw,Year 1, summer 6, Saturday,6837,16.7
frame,lgw,Year 1, summer 6, Saturday,6838,16.9
frame,lgw,Year 1, summer 6, Saturday,6839,16.3
frame,lgw,Year 1, summer 6, Saturday,6840,16.7
frame,lgw,Year 1, summer 6, Saturday,6841,16.7
frame,lgw,Year 1, summer 6, Saturday,6842,16.6
frame,lgw,Year 1, summer 6, Saturday,6843,16.8
frame,lgw,Year 1, summer 6, Saturday,6844,16.6
frame,lgw,Year 1, summer 6, Saturday,6845,16.6
frame,lgw,Year 1, summer 6, Saturday,6846,16.7
frame,lgw,Year 1, summer 6, Saturday,6847,16.7
frame,lgw,Year 1, summer 6, Saturday,6848,16.6
frame,lgw,Year 1, summer 6, Saturday,6849,16.7
frame,lgw,Year 1, summer 6, Saturday,6850,16.7
frame,lgw,Year 1, summer 6, Saturday,6851,16.7
frame,lgw,Year 1, summer 6, Saturday,6852,16.6
frame,lgw,Year 1, summer 6, Saturday,6853,16.7
frame,lgw,Year 1, summer 6, Saturday,6854,16.7
frame,lgw,Year 1, summer 6, Saturday,6855,16.7
frame,lgw,Year 1, summer 6, Saturday,6856,17.3
frame,lgw,Year 1, summer 6, Saturday,6857,16.0
frame,lgw,Year 1, summer 6, Saturday,6858,19.0
frame,lgw,Year 1, summer 6, Saturday,6859,14.4
frame,lgw,Year 1, summer 6, Saturday,6860,16.6
frame,lgw,Year 1, summer 6, Saturday,6861,16.6
frame,lgw,Year 1, summer 6, Saturday,6862,16.7
frame,lgw,Year 1, summer 6, Saturday,6863,16.7
frame,lgw,Year 1, summer 6, Saturday,6864,16.7
frame,lgw,Year 1, summer 6, Saturday,6865,16.7
frame,lgw,Year 1, summer 6, Saturday,6866,16.7
frame,lgw,Year 1, summer 6, Saturday,6867,16.6
frame,lgw,Year 1, summer 6, Saturday,6868,16.7
frame,lgw,Year 1, summer 6, Saturday,6869,16.8
frame,lgw,Year 1, summer 6, Saturday,6870,19.0
frame,lgw,Year 1, summer 6, Saturday,6871,14.2
frame,lgw,Year 1, summer 6, Saturday,6872,17.6
frame,lgw,Year 1, summer 6, Saturday,6873,15.9
frame,lgw,Year 1, summer 6, Saturday,6874,16.6
frame,lgw,Year 1, summer 6, Saturday,6875,16.7
frame,lgw,Year 1, summer 6, Saturday,6876,16.6
frame,lgw,Year 1, summer 6, Saturday,6877,16.9
frame,lgw,Year 1, summer 6, Saturday,6878,16.4
frame,lgw,Year 1, summer 6, Saturday,6879,16.7
frame,lgw,Year 1, summer 6, Saturday,6880,16.7
frame,lgw,Year 1, summer 6, Saturday,6881,16.7
frame,lgw,Year 1, summer 6, Saturday,6882,16.6
frame,lgw,Year 1, summer 6, Saturday,6883,16.7
frame,lgw,Year 1, summer 6, Saturday,6884,16.7
frame,lgw,Year 1, summer 6, Saturday,6885,16.7
frame,lgw,Year 1, summer 6, Saturday,6886,16.6
frame,lgw,Year 1, summer 6, Saturday,6887,16.6
frame,lgw,Year 1, summer 6, Saturday,6888,16.7
frame,lgw,Year 1, summer 6, Saturday,6889,16.7
frame,lgw,Year 1, summer 6, Saturday,6890,16.7
frame,lgw,Year 1, summer 6, Saturday,6891,16.6
frame,lgw,Year 1, summer 6, Saturday,6892,16.7
frame,lgw,Year 1, summer 6, Saturday,6893,16.7
frame,lgw,Year 1, summer 6, Saturday,6894,16.6
frame,lgw,Year 1, summer 6, Saturday,6895,16.6
frame,lgw,Year 1, summer 6, Saturday,6896,16.9
frame,lgw,Year 1, summer 6, Saturday,6897,16.5
frame,lgw,Year 1, summer 6, Saturday,6898,17.6
frame,lgw,Year 1, summer 6, Saturday,6899,15.7
frame,lgw,Year 1, summer 6, Saturday,6900,16.7
frame,lgw,Year 1, summer 6, Saturday,6901,16.7
frame,lgw,Year 1, summer 6, Saturday,6902,16.7
frame,lgw,Year 1, summer 6, Saturday,6903,16.7
frame,lgw,Year 1, summer 6, Saturday,6904,16.7
frame,lgw,Year 1, summer 6, Saturday,6905,16.7
frame,lgw,Year 1, summer 6, Saturday,6906,16.7
frame,lgw,Year 1, summer 6, Saturday,6907,16.7
frame,lgw,Year 1, summer 6, Saturday,6908,16.6
frame,lgw,Year 1, summer 6, Saturday,6909,16.7
frame,lgw,Year 1, summer 6, Saturday,6910,16.7
frame,lgw,Year 1, summer 6, Saturday,6911,16.7
frame,lgw,Year 1, summer 6, Saturday,6912,16.6
frame,lgw,Year 1, summer 6, Saturday,6913,16.7
frame,lgw,Year 1, summer 6, Saturday,6914,16.6
frame,lgw,Year 1, summer 6, Saturday,6915,16.7
frame,lgw,Year 1, summer 6, Saturday,6916,16.7
frame,lgw,Year 1, summer 6, Saturday,6917,16.7
frame,lgw,Year 1, summer 6, Saturday,6918,16.6
frame,lgw,Year 1, summer 6, Saturday,6919,16.7
frame,lgw,Year 1, summer 6, Saturday,6920,16.6
frame,lgw,Year 1, summer 6, Saturday,6921,16.7
frame,lgw,Year 1, summer 6, Saturday,6922,16.9
frame,lgw,Year 1, summer 6, Saturday,6923,16.4
frame,lgw,Year 1, summer 6, Saturday,6924,16.7
frame,lgw,Year 1, summer 6, Saturday,6925,16.7
frame,lgw,Year 1, summer 6, Saturday,6926,16.7
frame,lgw,Year 1, summer 6, Saturday,6927,16.7
frame,lgw,Year 1, summer 6, Saturday,6928,16.7
frame,lgw,Year 1, summer 6, Saturday,6929,16.8
frame,lgw,Year 1, summer 6, Saturday,6930,16.6
frame,lgw,Year 1, summer 6, Saturday,6931,16.6
frame,lgw,Year 1, summer 6, Saturday,6932,16.7
