kind,player,date,name,calls,total_ms,avg_ms,max_ms
switch,lgw,Year 1, spring 5, Friday,610,73.2
frame,lgw,Year 1, spring 5, Friday,3103,16.7
frame,lgw,Year 1, spring 5, Friday,3104,16.6
frame,lgw,Year 1, spring 5, Friday,3105,16.7
frame,lgw,Year 1, spring 5, Friday,3106,17.0
frame,lgw,Year 1, spring 5, Friday,3107,16.4
frame,lgw,Year 1, spring 5, Friday,3108,16.7
frame,lgw,Year 1, spring 5, Friday,3109,16.9
frame,lgw,Year 1, spring 5, Friday,3110,16.4
frame,lgw,Year 1, spring 5, Friday,3111,16.7
frame,lgw,Year 1, spring 5, Friday,3112,16.6
frame,lgw,Year 1, spring 5, Friday,3113,16.7
frame,lgw,Year 1, spring 5, Friday,3114,16.7
frame,lgw,Year 1, spring 5, Friday,3115,16.7
frame,lgw,Year 1, spring 5, Friday,3116,16.7
frame,lgw,Year 1, spring 5, Friday,3117,16.7
frame,lgw,Year 1, spring 5, Friday,3118,16.7
frame,lgw,Year 1, spring 5, Friday,3119,16.7
frame,lgw,Year 1, spring 5, Friday,3120,16.6
frame,lgw,Year 1, spring 5, Friday,3121,16.7
frame,lgw,Year 1, spring 5, Friday,3122,16.7
frame,lgw,Year 1, spring 5, Friday,3123,16.7
frame,lgw,Year 1, spring 5, Friday,3124,16.8
frame,lgw,Year 1, spring 5, Friday,3125,16.5
frame,lgw,Year 1, spring 5, Friday,3126,16.6
frame,lgw,Year 1, spring 5, Friday,3127,16.7
frame,lgw,Year 1, spring 5, Friday,3128,16.6
frame,lgw,Year 1, spring 5, Friday,3129,28.3
frame,lgw,Year 1, spring 5, Friday,3130,5.0
frame,lgw,Year 1, spring 5, Friday,3131,16.7
frame,lgw,Year 1, spring 5, Friday,3132,16.7
frame,lgw,Year 1, spring 5, Friday,3133,16.6
frame,lgw,Year 1, spring 5, Friday,3134,16.6
frame,lgw,Year 1, spring 5, Friday,3135,16.7
frame,lgw,Year 1, spring 5, Friday,3136,16.6
frame,lgw,Year 1, spring 5, Friday,3137,16.7
frame,lgw,Year 1, spring 5, Friday,3138,16.7
frame,lgw,Year 1, spring 5, Friday,3139,16.7
frame,lgw,Year 1, spring 5, Friday,3140,16.7
frame,lgw,Year 1, spring 5, Friday,3141,16.6
frame,lgw,Year 1, spring 5, Friday,3142,16.8
frame,lgw,Year 1, spring 5, Friday,3143,16.5
frame,lgw,Year 1, spring 5, Friday,3144,16.7
frame,lgw,Year 1, spring 5, Friday,3145,16.8
frame,lgw,Year 1, spring 5, Friday,3146,16.6
frame,lgw,Year 1, spring 5, Friday,3147,16.7
frame,lgw,Year 1, spring 5, Friday,3148,18.3
frame,lgw,Year 1, spring 5, Friday,3149,15.2
frame,lgw,Year 1, spring 5, Friday,3150,16.6
frame,lgw,Year 1, spring 5, Friday,3151,16.6
frame,lgw,Year 1, spring 5, Friday,3152,16.6
frame,lgw,Year 1, spring 5, Friday,3153,16.7
frame,lgw,Year 1, spring 5, Friday,3154,16.7
frame,lgw,Year 1, spring 5, Friday,3155,16.7
frame,lgw,Year 1, spring 5, Friday,3156,16.7
frame,lgw,Year 1, spring 5, Friday,3157,16.7
frame,lgw,Year 1, spring 5, Friday,3158,16.7
frame,lgw,Year 1, spring 5, Friday,3159,16.6
frame,lgw,Year 1, spring 5, Friday,3160,16.7
frame,lgw,Year 1, spring 5, Friday,3161,16.7
frame,lgw,Year 1, spring 5, Friday,3162,16.6
frame,lgw,Year 1, spring 5, Friday,3163,16.7
frame,lgw,Year 1, spring 5, Friday,3164,16.6
frame,lgw,Year 1, spring 5, Friday,3165,16.7
frame,lgw,Year 1, spring 5, Friday,3166,16.7
frame,lgw,Year 1, spring 5, Friday,3167,16.6
frame,lgw,Year 1, spring 5, Friday,3168,16.9
frame,lgw,Year 1, spring 5, Friday,3169,16.6
frame,lgw,Year 1, spring 5, Friday,3170,16.7
frame,lgw,Year 1, spring 5, Friday,3171,16.7
frame,lgw,Year 1, spring 5, Friday,3172,17.3
frame,lgw,Year 1, spring 5, Friday,3173,16.4
frame,lgw,Year 1, spring 5, Friday,3174,16.8
frame,lgw,Year 1, spring 5, Friday,3175,16.2
frame,lgw,Year 1, spring 5, Friday,3176,16.7
frame,lgw,Year 1, spring 5, Friday,3177,16.7
frame,lgw,Year 1, spring 5, Friday,3178,16.6
frame,lgw,Year 1, spring 5, Friday,3179,16.7
frame,lgw,Year 1, spring 5, Friday,3180,17.9
frame,lgw,Year 1, spring 5, Friday,3181,16.7
frame,lgw,Year 1, spring 5, Friday,3182,15.3
frame,lgw,Year 1, spring 5, Friday,3183,17.2
frame,lgw,Year 1, spring 5, Friday,3184,16.2
frame,lgw,Year 1, spring 5, Friday,3185,16.6
frame,lgw,Year 1, spring 5, Friday,3186,16.8
frame,lgw,Year 1, spring 5, Friday,3187,16.7
frame,lgw,Year 1, spring 5, Friday,3188,16.6
frame,lgw,Year 1, spring 5, Friday,3189,17.2
frame,lgw,Year 1, spring 5, Friday,3190,16.0
frame,lgw,Year 1, spring 5, Friday,3191,16.6
frame,lgw,Year 1, spring 5, Friday,3192,16.6
frame,lgw,Year 1, spring 5, Friday,3193,16.7
frame,lgw,Year 1, spring 5, Friday,3194,16.7
frame,lgw,Year 1, spring 5, Friday,3195,17.5
frame,lgw,Year 1, spring 5, Friday,3196,15.9
frame,lgw,Year 1, spring 5, Friday,3197,16.7
frame,lgw,Year 1, spring 5, Friday,3198,16.6
frame,lgw,Year 1, spring 5, Friday,3199,16.9
frame,lgw,Year 1, spring 5, Friday,3200,16.5
frame,lgw,Year 1, spring 5, Friday,3201,16.6
frame,lgw,Year 1, spring 5, Friday,3202,16.9
frame,lgw,Year 1, spring 5, Friday,3203,16.4
frame,lgw,Year 1, spring 5, Friday,3204,16.7
frame,lgw,Year 1, spring 5, Friday,3205,16.6
frame,lgw,Year 1, spring 5, Friday,3206,16.7
frame,lgw,Year 1, spring 5, Friday,3207,16.6
frame,lgw,Year 1, spring 5, Friday,3208,16.7
frame,lgw,Year 1, spring 5, Friday,3209,16.7
frame,lgw,Year 1, spring 5, Friday,3210,16.7
frame,lgw,Year 1, spring 5, Friday,3211,16.8
frame,lgw,Year 1, spring 5, Friday,3212,16.6
frame,lgw,Year 1, spring 5, Friday,3213,17.0
frame,lgw,Year 1, spring 5, Friday,3214,16.5
frame,lgw,Year 1, spring 5, Friday,3215,16.5
frame,lgw,Year 1, spring 5, Friday,3216,16.7
frame,lgw,Year 1, spring 5, Friday,3217,16.6
frame,lgw,Year 1, spring 5, Friday,3218,17.6
frame,lgw,Year 1, spring 5, Friday,3219,15.7
frame,lgw,Year 1, spring 5, Friday,3220,16.7
frame,lgw,Year 1, spring 5, Friday,3221,16.6
frame,lgw,Year 1, spring 5, Friday,3222,16.6
frame,lgw,Year 1, spring 5, Friday,3223,16.7
frame,lgw,Year 1, spring 5, Friday,3224,16.6
frame,lgw,Year 1, spring 5, Friday,3225,16.7
frame,lgw,Year 1, spring 5, Friday,3226,16.9
frame,lgw,Year 1, spring 5, Friday,3227,16.4
frame,lgw,Year 1, spring 5, Friday,3228,16.7
frame,lgw,Year 1, spring 5, Friday,3229,16.7
frame,lgw,Year 1, spring 5, Friday,3230,16.7
frame,lgw,Year 1, spring 5, Friday,3231,16.6
frame,lgw,Year 1, spring 5, Friday,3232,16.6
frame,lgw,Year 1, spring 5, Friday,3233,16.7
frame,lgw,Year 1, spring 5, Friday,3234,16.6
frame,lgw,Year 1, spring 5, Friday,3235,16.7
frame,lgw,Year 1, spring 5, Friday,3236,16.7
frame,lgw,Year 1, spring 5, Friday,3237,16.7
frame,lgw,Year 1, spring 5, Friday,3238,16.7
frame,lgw,Year 1, spring 5, Friday,3239,16.6
frame,lgw,Year 1, spring 5, Friday,3240,17.1
frame,lgw,Year 1, spring 5, Friday,3241,17.2
frame,lgw,Year 1, spring 5, Friday,3242,15.9
frame,lgw,Year 1, spring 5, Friday,3243,16.3
frame,lgw,Year 1, spring 5, Friday,3244,16.6
frame,lgw,Year 1, spring 5, Friday,3245,16.7
frame,lgw,Year 1, spring 5, Friday,3246,16.6
frame,lgw,Year 1, spring 5, Friday,3247,16.7
frame,lgw,Year 1, spring 5, Friday,3248,16.7
frame,lgw,Year 1, spring 5, Friday,3249,16.7
frame,lgw,Year 1, spring 5, Friday,3250,16.6
frame,lgw,Year 1, spring 5, Friday,3251,17.1
frame,lgw,Year 1, spring 5, Friday,3252,16.3
frame,lgw,Year 1, spring 5, Friday,3253,16.6
frame,lgw,Year 1, spring 5, Friday,3254,16.7
frame,lgw,Year 1, spring 5, Friday,3255,16.6
frame,lgw,Year 1, spring 5, Friday,3256,16.7
frame,lgw,Year 1, spring 5, Friday,3257,16.6
frame,lgw,Year 1, spring 5, Friday,3258,16.7
frame,lgw,Year 1, spring 5, Friday,3259,16.7
frame,lgw,Year 1, spring 5, Friday,3260,16.7
frame,lgw,Year 1, spring 5, Friday,3261,16.6
frame,lgw,Year 1, spring 5, Friday,3262,16.7
frame,lgw,Year 1, spring 5, Friday,3263,16.7
frame,lgw,Year 1, spring 5, Friday,3264,16.6
frame,lgw,Year 1, spring 5, Friday,3265,16.6
frame,lgw,Year 1, spring 5, Friday,3266,17.0
frame,lgw,Year 1, spring 5, Friday,3267,16.3
frame,lgw,Year 1, spring 5, Friday,3268,17.2
frame,lgw,Year 1, spring 5, Friday,3269,16.2
frame,lgw,Year 1, spring 5, Friday,3270,16.7
frame,lgw,Year 1, spring 5, Friday,3271,16.9
frame,lgw,Year 1, spring 5, Friday,3272,16.4
frame,lgw,Year 1, spring 5, Friday,3273,16.6
frame,lgw,Year 1, spring 5, Friday,3274,16.7
frame,lgw,Year 1, spring 5, Friday,3275,16.7
frame,lgw,Year 1, spring 5, Friday,3276,16.7
frame,lgw,Year 1, spring 5, Friday,3277,16.7
frame,lgw,Year 1, spring 5, Friday,3278,16.7
frame,lgw,Year 1, spring 5, Friday,3279,16.7
frame,lgw,Year 1, spring 5, Friday,3280,16.5
frame,lgw,Year 1, spring 5, Friday,3281,16.6
frame,lgw,Year 1, spring 5, Friday,3282,16.7
frame,lgw,Year 1, spring 5, Friday,3283,16.7
frame,lgw,Year 1, spring 5, Friday,3284,16.9
frame,lgw,Year 1, spring 5, Friday,3285,16.4
frame,lgw,Year 1, spring 5, Friday,3286,16.7
frame,lgw,Year 1, spring 5, Friday,3287,16.7
frame,lgw,Year 1, spring 5, Friday,3288,17.4
frame,lgw,Year 1, spring 5, Friday,3289,16.0
frame,lgw,Year 1, spring 5, Friday,3290,16.7
frame,lgw,Year 1, spring 5, Friday,3291,16.9
frame,lgw,Year 1, spring 5, Friday,3292,16.5
frame,lgw,Year 1, spring 5, Friday,3293,16.7
frame,lgw,Year 1, spring 5, Friday,3294,16.6
frame,lgw,Year 1, spring 5, Friday,3295,16.7
frame,lgw,Year 1, spring 5, Friday,3296,16.6
frame,lgw,Year 1, spring 5, Friday,3297,16.7
frame,lgw,Year 1, spring 5, Friday,3298,16.6
frame,lgw,Year 1, spring 5, Friday,3299,16.7
frame,lgw,Year 1, spring 5, Friday,3300,16.6
frame,lgw,Year 1, spring 5, Friday,3301,16.7
frame,lgw,Year 1, spring 5, Friday,3302,16.7
frame,lgw,Year 1, spring 5, Friday,3303,16.8
frame,lgw,Year 1, spring 5, Friday,3304,16.6
frame,lgw,Year 1, spring 5, Friday,3305,16.6
frame,lgw,Year 1, spring 5, Friday,3306,16.7
frame,lgw,Year 1, spring 5, Friday,3307,16.7
frame,lgw,Year 1, spring 5, Friday,3308,16.7
frame,lgw,Year 1, spring 5, Friday,3309,16.6
frame,lgw,Year 1, spring 5, Friday,3310,16.7
frame,lgw,Year 1, spring 5, Friday,3311,16.7
frame,lgw,Year 1, spring 5, Friday,3312,16.7
frame,lgw,Year 1, spring 5, Friday,3313,17.5
frame,lgw,Year 1, spring 5, Friday,3314,15.9
frame,lgw,Year 1, spring 5, Friday,3315,16.6
frame,lgw,Year 1, spring 5, Friday,3316,16.7
frame,lgw,Year 1, spring 5, Friday,3317,16.7
frame,lgw,Year 1, spring 5, Friday,3318,16.7
frame,lgw,Year 1, spring 5, Friday,3319,16.8
frame,lgw,Year 1, spring 5, Friday,3320,16.3
frame,lgw,Year 1, spring 5, Friday,3321,16.7
frame,lgw,Year 1, spring 5, Friday,3322,16.7
frame,lgw,Year 1, spring 5, Friday,3323,16.9
frame,lgw,Year 1, spring 5, Friday,3324,16.5
frame,lgw,Year 1, spring 5, Friday,3325,16.7
frame,lgw,Year 1, spring 5, Friday,3326,16.8
frame,lgw,Year 1, spring 5, Friday,3327,16.5
frame,lgw,Year 1, spring 5, Friday,3328,16.7
frame,lgw,Year 1, spring 5, Friday,3329,16.7
frame,lgw,Year 1, spring 5, Friday,3330,16.9
frame,lgw,Year 1, spring 5, Friday,3331,16.4
frame,lgw,Year 1, spring 5, Friday,3332,16.7
frame,lgw,Year 1, spring 5, Friday,3333,16.6
frame,lgw,Year 1, spring 5, Friday,3334,17.7
frame,lgw,Year 1, spring 5, Friday,3335,15.6
frame,lgw,Year 1, spring 5, Friday,3336,16.7
frame,lgw,Year 1, spring 5, Friday,3337,16.6
frame,lgw,Year 1, spring 5, Friday,3338,16.7
frame,lgw,Year 1, spring 5, Friday,3339,16.7
frame,lgw,Year 1, spring 5, Friday,3340,16.6
frame,lgw,Year 1, spring 5, Friday,3341,16.7
frame,lgw,Year 1, spring 5, Friday,3342,16.7
frame,lgw,Year 1, spring 5, Friday,3343,17.6
frame,lgw,Year 1, spring 5, Friday,3344,15.9
frame,lgw,Year 1, spring 5, Friday,3345,16.8
frame,lgw,Year 1, spring 5, Friday,3346,16.9
frame,lgw,Year 1, spring 5, Friday,3347,16.0
frame,lgw,Year 1, spring 5, Friday,3348,16.6
frame,lgw,Year 1, spring 5, Friday,3349,16.7
frame,lgw,Year 1, spring 5, Friday,3350,16.6
frame,lgw,Year 1, spring 5, Friday,3351,16.8
frame,lgw,Year 1, spring 5, Friday,3352,16.6
frame,lgw,Year 1, spring 5, Friday,3353,16.6
frame,lgw,Year 1, spring 5, Friday,3354,16.6
frame,lgw,Year 1, spring 5, Friday,3355,16.7
frame,lgw,Year 1, spring 5, Friday,3356,16.8
frame,lgw,Year 1, spring 5, Friday,3357,17.5
frame,lgw,Year 1, spring 5, Friday,3358,16.0
frame,lgw,Year 1, spring 5, Friday,3359,16.4
frame,lgw,Year 1, spring 5, Friday,3360,16.6
frame,lgw,Year 1, spring 5, Friday,3361,16.7
frame,lgw,Year 1, spring 5, Friday,3362,16.7
frame,lgw,Year 1, spring 5, Friday,3363,16.7
frame,lgw,Year 1, spring 5, Friday,3364,16.7
frame,lgw,Year 1, spring 5, Friday,3365,16.7
frame,lgw,Year 1, spring 5, Friday,3366,16.7
frame,lgw,Year 1, spring 5, Friday,3367,16.6
frame,lgw,Year 1, spring 5, Friday,3368,16.8
frame,lgw,Year 1, spring 5, Friday,3369,16.7
frame,lgw,Year 1, spring 5, Friday,3370,16.5
frame,lgw,Year 1, spring 5, Friday,3371,16.8
frame,lgw,Year 1, spring 5, Friday,3372,16.5
frame,lgw,Year 1, spring 5, Friday,3373,16.7
frame,lgw,Year 1, spring 5, Friday,3374,16.7
frame,lgw,Year 1, spring 5, Friday,3375,16.6
frame,lgw,Year 1, spring 5, Friday,3376,16.7
frame,lgw,Year 1, spring 5, Friday,3377,16.7
frame,lgw,Year 1, spring 5, Friday,3378,16.6
frame,lgw,Year 1, spring 5, Friday,3379,16.7
frame,lgw,Year 1, spring 5, Friday,3380,16.7
frame,lgw,Year 1, spring 5, Friday,3381,16.7
frame,lgw,Year 1, spring 5, Friday,3382,16.7
frame,lgw,Year 1, spring 5, Friday,3383,16.6
frame,lgw,Year 1, spring 5, Friday,3384,16.7
frame,lgw,Year 1, spring 5, Friday,3385,16.6
frame,lgw,Year 1, spring 5, Friday,3386,16.7
frame,lgw,Year 1, spring 5, Friday,3387,16.7
frame,lgw,Year 1, spring 5, Friday,3388,16.7
frame,lgw,Year 1, spring 5, Friday,3389,17.7
frame,lgw,Year 1, spring 5, Friday,3390,16.0
frame,lgw,Year 1, spring 5, Friday,3391,16.3
frame,lgw,Year 1, spring 5, Friday,3392,16.8
frame,lgw,Year 1, spring 5, Friday,3393,16.5
frame,lgw,Year 1, spring 5, Friday,3394,16.8
frame,lgw,Year 1, spring 5, Friday,3395,16.8
frame,lgw,Year 1, spring 5, Friday,3396,16.5
frame,lgw,Year 1, spring 5, Friday,3397,16.7
frame,lgw,Year 1, spring 5, Friday,3398,16.6
frame,lgw,Year 1, spring 5, Friday,3399,16.6
frame,lgw,Year 1, spring 5, Friday,3400,16.6
frame,lgw,Year 1, spring 5, Friday,3401,16.7
frame,lgw,Year 1, spring 5, Friday,3402,16.6
frame,lgw,Year 1, spring 5, Friday,3403,16.7
frame,lgw,Year 1, spring 5, Friday,3404,16.8
frame,lgw,Year 1, spring 5, Friday,3405,16.6
frame,lgw,Year 1, spring 5, Friday,3406,16.7
frame,lgw,Year 1, spring 5, Friday,3407,16.6
frame,lgw,Year 1, spring 5, Friday,3408,16.9
frame,lgw,Year 1, spring 5, Friday,3409,16.9
frame,lgw,Year 1, spring 5, Friday,3410,16.3
frame,lgw,Year 1, spring 5, Friday,3411,17.5
frame,lgw,Year 1, spring 5, Friday,3412,15.9
frame,lgw,Year 1, spring 5, Friday,3413,16.9
frame,lgw,Year 1, spring 5, Friday,3414,16.4
frame,lgw,Year 1, spring 5, Friday,3415,16.6
frame,lgw,Year 1, spring 5, Friday,3416,16.7
frame,lgw,Year 1, spring 5, Friday,3417,16.7
frame,lgw,Year 1, spring 5, Friday,3418,16.7
frame,lgw,Year 1, spring 5, Friday,3419,16.7
frame,lgw,Year 1, spring 5, Friday,3420,16.7
frame,lgw,Year 1, spring 5, Friday,3421,16.9
frame,lgw,Year 1, spring 5, Friday,3422,17.1
frame,lgw,Year 1, spring 5, Friday,3423,16.3
frame,lgw,Year 1, spring 5, Friday,3424,16.4
frame,lgw,Year 1, spring 5, Friday,3425,16.7
frame,lgw,Year 1, spring 5, Friday,3426,16.7
frame,lgw,Year 1, spring 5, Friday,3427,17.0
frame,lgw,Year 1, spring 5, Friday,3428,16.3
frame,lgw,Year 1, spring 5, Friday,3429,16.7
frame,lgw,Year 1, spring 5, Friday,3430,16.6
frame,lgw,Year 1, spring 5, Friday,3431,16.7
frame,lgw,Year 1, spring 5, Friday,3432,16.7
frame,lgw,Year 1, spring 5, Friday,3433,16.7
frame,lgw,Year 1, spring 5, Friday,3434,16.7
frame,lgw,Year 1, spring 5, Friday,3435,16.8
frame,lgw,Year 1, spring 5, Friday,3436,16.5
frame,lgw,Year 1, spring 5, Friday,3437,16.6
frame,lgw,Year 1, spring 5, Friday,3438,16.7
frame,lgw,Year 1, spring 5, Friday,3439,30.7
frame,lgw,Year 1, spring 5, Friday,3440,4.4
frame,lgw,Year 1, spring 5, Friday,3441,15.3
frame,lgw,Year 1, spring 5, Friday,3442,16.2
frame,lgw,Year 1, spring 5, Friday,3443,16.7
frame,lgw,Year 1, spring 5, Friday,3444,16.7
frame,lgw,Year 1, spring 5, Friday,3445,16.7
frame,lgw,Year 1, spring 5, Friday,3446,16.6
frame,lgw,Year 1, spring 5, Friday,3447,16.8
frame,lgw,Year 1, spring 5, Friday,3448,18.3
frame,lgw,Year 1, spring 5, Friday,3449,15.0
frame,lgw,Year 1, spring 5, Friday,3450,16.9
frame,lgw,Year 1, spring 5, Friday,3451,16.4
frame,lgw,Year 1, spring 5, Friday,3452,17.6
frame,lgw,Year 1, spring 5, Friday,3453,15.7
frame,lgw,Year 1, spring 5, Friday,3454,16.7
frame,lgw,Year 1, spring 5, Friday,3455,17.2
frame,lgw,Year 1, spring 5, Friday,3456,16.2
frame,lgw,Year 1, spring 5, Friday,3457,16.7
frame,lgw,Year 1, spring 5, Friday,3458,16.8
frame,lgw,Year 1, spring 5, Friday,3459,16.6
frame,lgw,Year 1, spring 5, Friday,3460,16.5
frame,lgw,Year 1, spring 5, Friday,3461,16.7
frame,lgw,Year 1, spring 5, Friday,3462,16.9
frame,lgw,Year 1, spring 5, Friday,3463,16.5
frame,lgw,Year 1, spring 5, Friday,3464,16.6
frame,lgw,Year 1, spring 5, Friday,3465,16.7
frame,lgw,Year 1, spring 5, Friday,3466,16.6
frame,lgw,Year 1, spring 5, Friday,3467,16.7
frame,lgw,Year 1, spring 5, Friday,3468,16.6
frame,lgw,Year 1, spring 5, Friday,3469,16.7
frame,lgw,Year 1, spring 5, Friday,3470,16.7
frame,lgw,Year 1, spring 5, Friday,3471,16.6
frame,lgw,Year 1, spring 5, Friday,3472,17.2
frame,lgw,Year 1, spring 5, Friday,3473,16.6
frame,lgw,Year 1, spring 5, Friday,3474,16.4
frame,lgw,Year 1, spring 5, Friday,3475,16.6
frame,lgw,Year 1, spring 5, Friday,3476,16.7
frame,lgw,Year 1, spring 5, Friday,3477,16.7
frame,lgw,Year 1, spring 5, Friday,3478,16.6
frame,lgw,Year 1, spring 5, Friday,3479,16.8
frame,lgw,Year 1, spring 5, Friday,3480,17.4
frame,lgw,Year 1, spring 5, Friday,3481,15.7
frame,lgw,Year 1, spring 5, Friday,3482,16.7
frame,lgw,Year 1, spring 5, Friday,3483,16.8
frame,lgw,Year 1, spring 5, Friday,3484,16.6
frame,lgw,Year 1, spring 5, Friday,3485,16.8
frame,lgw,Year 1, spring 5, Friday,3486,16.8
frame,lgw,Year 1, spring 5, Friday,3487,17.0
frame,lgw,Year 1, spring 5, Friday,3488,16.7
frame,lgw,Year 1, spring 5, Friday,3489,16.4
frame,lgw,Year 1, spring 5, Friday,3490,18.2
frame,lgw,Year 1, spring 5, Friday,3491,14.9
frame,lgw,Year 1, spring 5, Friday,3492,16.7
frame,lgw,Year 1, spring 5, Friday,3493,16.8
frame,lgw,Year 1, spring 5, Friday,3494,16.5
frame,lgw,Year 1, spring 5, Friday,3495,16.7
frame,lgw,Year 1, spring 5, Friday,3496,16.7
frame,lgw,Year 1, spring 5, Friday,3497,16.7
frame,lgw,Year 1, spring 5, Friday,3498,16.6
frame,lgw,Year 1, spring 5, Friday,3499,17.0
frame,lgw,Year 1, spring 5, Friday,3500,16.5
frame,lgw,Year 1, spring 5, Friday,3501,16.6
frame,lgw,Year 1, spring 5, Friday,3502,16.8
frame,lgw,Year 1, spring 5, Friday,3503,17.1
frame,lgw,Year 1, spring 5, Friday,3504,16.5
frame,lgw,Year 1, spring 5, Friday,3505,16.6
frame,lgw,Year 1, spring 5, Friday,3506,16.5
frame,lgw,Year 1, spring 5, Friday,3507,16.6
frame,lgw,Year 1, spring 5, Friday,3508,16.7
frame,lgw,Year 1, spring 5, Friday,3509,16.6
frame,lgw,Year 1, spring 5, Friday,3510,16.7
frame,lgw,Year 1, spring 5, Friday,3511,16.7
frame,lgw,Year 1, spring 5, Friday,3512,16.7
frame,lgw,Year 1, spring 5, Friday,3513,16.8
frame,lgw,Year 1, spring 5, Friday,3514,16.5
frame,lgw,Year 1, spring 5, Friday,3515,16.6
frame,lgw,Year 1, spring 5, Friday,3516,16.7
frame,lgw,Year 1, spring 5, Friday,3517,16.8
frame,lgw,Year 1, spring 5, Friday,3518,16.6
frame,lgw,Year 1, spring 5, Friday,3519,16.7
frame,lgw,Year 1, spring 5, Friday,3520,16.6
frame,lgw,Year 1, spring 5, Friday,3521,16.7
frame,lgw,Year 1, spring 5, Friday,3522,16.7
frame,lgw,Year 1, spring 5, Friday,3523,17.2
frame,lgw,Year 1, spring 5, Friday,3524,16.1
frame,lgw,Year 1, spring 5, Friday,3525,16.7
frame,lgw,Year 1, spring 5, Friday,3526,16.6
frame,lgw,Year 1, spring 5, Friday,3527,16.7
frame,lgw,Year 1, spring 5, Friday,3528,16.7
frame,lgw,Year 1, spring 5, Friday,3529,16.7
frame,lgw,Year 1, spring 5, Friday,3530,16.6
frame,lgw,Year 1, spring 5, Friday,3531,16.6
frame,lgw,Year 1, spring 5, Friday,3532,16.8
frame,lgw,Year 1, spring 5, Friday,3533,17.3
frame,lgw,Year 1, spring 5, Friday,3534,15.9
frame,lgw,Year 1, spring 5, Friday,3535,16.7
frame,lgw,Year 1, spring 5, Friday,3536,16.8
frame,lgw,Year 1, spring 5, Friday,3537,16.5
frame,lgw,Year 1, spring 5, Friday,3538,17.0
